query,label,score
How does our sales money this quarter compare to last year?,Revenue can be defined as Income from sales of goods or services.,1
How does our sales money dis quater compare to last year?,Revenue can be defined as Income from sales of goods or services.,1
How does our sales money this quarter compare to last year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How does our sales money this quarter compare to last yr?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How does our sales money this quarter compare to last year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How does our sales money this quarter compare to last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How does our sales money dis quater compare to last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Did it cost more to make things this month than last month?,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,1
Did it cost more to make things this month than last month?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Did it cost more to make things this month than last month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Did it cost more 2 make things this month than last month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Did it cost more to make things this month than last month?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Did it cost more 2 make things this month than last month?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How has our profit after production been trending lately?,Gross Profit can be defined as Revenue - COGS.,1
How has our provit after production been trending lately?,Gross Profit can be defined as Revenue - COGS.,1
How has our profit after production been trending lately?,Return on Equity (ROE) can be defined as Profitability for owners.,0
How has our profit after production been trending lately?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How has our profit after production been trending lately?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How has our proffit after production been trending lately?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we spending more than planned this year?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",1
Are we spending more than planned this year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we spending more than planned this year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Are we spending more than planned this year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What did we earn from operations before interest last year?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,1
What did we earn from operations before interest last year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What we did earn from operations before interest last year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What did we earn from operations before interest last year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What did we earn from operations before interest last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What did we earn from operations before interest last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s our profit before equipment costs this quarter?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1
What’s our profit before equipment costs dis quater?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1
What’s our profit before equipment costs this quarter?,Return on Equity (ROE) can be defined as Profitability for owners.,0
What’s our provit before equipment costs this quarter?,Return on Equity (ROE) can be defined as Profitability for owners.,0
What’s our profit before equipment costs this quarter?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What’s our proffit before equipment costs this quarter?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What’s our profit before equipment costs this quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s our provit before equipment costs this quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much did we keep after everything last month?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",1
How much did we keep after everything last month?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How much did we keep after everything last month?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How much we did keep after everything last month?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How much did we keep after everything last month?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much is each share earning so far this year?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
How much is each share earning so far this year?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
How much is each share earning so far this year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How much is each share earning so far this year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much is each share earning so far this year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much cash did we make in the first half of 2025?,Operating Cash Flow can be defined as Cash generated from core business operations.,1
How much cash did we make in the first half of 2025?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How much cash we did make in the first half of 2025?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How much cash did we make in the first half of 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much cash we did make in the first half of 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much cash did we make in the first half of 2025?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much cash we did make in the first half of 2025?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What did we spend on investments last quarter?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",1
What did we spend on investments last quarter?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What did we spend on investments last quarter?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What did we spend on investments last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Have we borrowed or sold shares for cash recently?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",1
Have we borrowed or sold shares for cash recently?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Have we borrowed or sold shares 4 cash recently?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Have we borrowed or sold shares for cash recently?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Have we borrowed or sold shares 4 cash recently?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Have we borrowed or sold shares for cash recently?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Have we borrowed or sold shares 4 cash recently?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much cash do we have left after equipment buys this month?,Free Cash Flow can be defined as Cash available after capital expenditures (Operating Cash Flow - CapEx).,1
How much cash do we got left after equipment buys this month?,Free Cash Flow can be defined as Cash available after capital expenditures (Operating Cash Flow - CapEx).,1
How much cash do we have left after equipment buys this month?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How much cash do we have left after equipment buys this month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much cash do we have left after equipment buys this month?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much cash do we got left after equipment buys this month?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s the write-off for our gear this quarter?,Depreciation can be defined as Reduction in asset value over time due to use or obsolescence.,1
What’s the write-ovf for our gear this quarter?,Depreciation can be defined as Reduction in asset value over time due to use or obsolescence.,1
What’s the write-off 4 our gear this quarter?,Depreciation can be defined as Reduction in asset value over time due to use or obsolescence.,1
What’s the write-off for our gear this quarter?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What’s the write-off for our gear this quarter?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What’s da write-off for our gear this quarter?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What’s the write-off for our gear this quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s the write-off 4 our gear this quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we spreading out costs for non-physical stuff?,Amortization can be defined as Similar to depreciation but applied to intangible assets.,1
Are we spreading out costs for non-physical stuff?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we spreading out costs 4 non-physical stuff?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we spreading out costs for non-physical stuff?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0
Are we spreading out costs for non-physical stuff?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What expenses are on the books but not paid today?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,1
What expenses are on the books but not paid today?,Return on Equity (ROE) can be defined as Profitability for owners.,0
What expenses are on the books but not paid today?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What expenses are on da books but not paid today?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What expenses are on the books but not paid 2day?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What expenses are on the books but not paid today?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What expenses are on the books but not paid 2day?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Have we saved up for any big costs coming up?,Provisions can be defined as Funds set aside for future liabilities or losses.,1
Have we saved up for any big costs coming up?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,1
Have we saved up for any big costs coming up?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Have we saved up for any big costs coming up?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Have we saved up for any big costs coming up?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Might we owe money depending on future events?,Contingent Liabilities can be defined as Potential obligations depending on future events.,1
Might we owe money depending on future events?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Might we owe money depending on future events?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Might we owe money depending on future events?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How does our profit after making goods compare to others?,Gross Profit Margin can be defined as Measures profitability after direct costs.,1
How does our proffit after making goods compare to odars?,Gross Profit Margin can be defined as Measures profitability after direct costs.,1
How does our profit after making goods compare to others?,Return on Equity (ROE) can be defined as Profitability for owners.,0
How does our profit after making goods compare to odars?,Return on Equity (ROE) can be defined as Profitability for owners.,0
How does our proffit after making goods compare 2 others?,Return on Equity (ROE) can be defined as Profitability for owners.,0
How does our profit after making goods compare to others?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How does our profit after making goods compare to odars?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How does our profit after making goods compare to others?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How does our provit after making goods compare to others?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Is our profit after regular expenses getting better?,Operating Profit Margin can be defined as Profit from operations as a % of revenue.,1
Is our proffit after regular expenses getting better?,Operating Profit Margin can be defined as Profit from operations as a % of revenue.,1
Is our profit after regular expenses getting better?,Return on Equity (ROE) can be defined as Profitability for owners.,0
Is our profit after regular expenses getting better?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
Is our profit after regular expenses getting better?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Is our proffit after regular expenses getting better?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How does our final profit percentage compare to competitors?,Net Profit Margin can be defined as Bottom-line profitability.,1
How does our final profit percentage compare to competitors?,Return on Equity (ROE) can be defined as Profitability for owners.,0
How does our final profit percentage compare 2 competi2rs?,Return on Equity (ROE) can be defined as Profitability for owners.,0
How does our final profit percentage compare to competitors?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How does our final proffit percentage compare to competitors?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How does our final profit percentage compare to competitors?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How does our final provit percentage compare to competitors?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we earning well from what we own?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,1
Are we earning well from what we own?,Net Profit Margin can be defined as Bottom-line profitability.,0
Are we earning well from what we own?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Are we earning well from what we own?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s the payback for shareholders this year?,Return on Equity (ROE) can be defined as Profitability for owners.,1
What’s the payback for shareholders this year?,Net Profit Margin can be defined as Bottom-line profitability.,0
What’s da payback for shareholders this year?,Net Profit Margin can be defined as Bottom-line profitability.,0
What’s the payback for shareholders this year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What’s da payback for shareholders this year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What’s the payback 4 shareholders this year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
What’s the payback for shareholders this year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s da payback 4 shareholders this year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we making smart use of our funds for profit?,Return on Capital Employed (ROCE) can be defined as Efficiency of capital usage.,1
Are we making smart use of our funds for proffit?,Return on Capital Employed (ROCE) can be defined as Efficiency of capital usage.,1
Are we making smart use of our funds 4 profit?,Return on Capital Employed (ROCE) can be defined as Efficiency of capital usage.,1
Are we making smart use of our funds for profit?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we making smart use of our funds for proffit?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we making smart use of our funds 4 profit?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we making smart use of our funds for profit?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
Are we making smart use of our funds for proffit?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
Are we making smart use of our funds for profit?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s our profit percentage before taxes over the last year?,EBITDA Margin can be defined as Operating performance before non-cash items.,1
What’s our profit percentage before taxes over the last year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What’s our proffit percentage before taxes over the last year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
What’s our profit percentage before taxes over the last year?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What’s our profit percentage before taxes over da last year?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
What’s our profit percentage before taxes over the last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s our provit percentage before taxes over the last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s our provit percentage before taxes over da last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can we handle our short-term debts with what we’ve got?,Current Ratio can be defined as Measures short-term liquidity.,1
Can we handle our short-term debts with what we’ve got?,Net Profit Margin can be defined as Bottom-line profitability.,0
Can we handle our short-term debts with what we’ve got?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Can we handle our short-term debts with what we’ve got?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
"Without our inventory, can we pay what’s due soon?",Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,1
"Without our inventory, can we pay what’s due soon?",Net Profit Margin can be defined as Bottom-line profitability.,0
"Without our inventory, can we pay what’s due soon?",Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
"Without our inventory, can we pay what’s due soon?","Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much cash do we have for immediate bills?,Cash Ratio can be defined as Most conservative liquidity measure.,1
How much cash do we got for immediate bills?,Cash Ratio can be defined as Most conservative liquidity measure.,1
How much cash do we have for immediate bills?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much cash do we got for immediate bills?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much cash do we have for immediate bills?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much cash do we have for immediate bills?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we moving our stock fast enough?,Inventory Turnover can be defined as How quickly inventory is sold.,1
Are we moving our stock fast enough?,Net Profit Margin can be defined as Bottom-line profitability.,0
Are we moving our s2ck fast enough?,Net Profit Margin can be defined as Bottom-line profitability.,0
Are we moving our stock fast enough?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Are we moving our stock fast enough?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How quick are we getting paid by customers?,Receivables Turnover can be defined as How efficiently receivables are collected.,1
How quick are we getting paid by cus2mers?,Receivables Turnover can be defined as How efficiently receivables are collected.,1
How quick are we getting paid by customers?,Net Profit Margin can be defined as Bottom-line profitability.,0
How quick are we getting paid by cus2mers?,Net Profit Margin can be defined as Bottom-line profitability.,0
How quick are we getting paid by customers?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How quick are we getting paid by customers?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How quick are we getting paid by cus2mers?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we keeping up with supplier payments?,Payables Turnover can be defined as How quickly payables are paid.,1
Are we keeping up with supplier payments?,Net Profit Margin can be defined as Bottom-line profitability.,0
Are we keeping up with supplier payments?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0
Are we keeping up with supplier payments?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Are we using our stuff to make sales efficiently?,Asset Turnover can be defined as How efficiently assets are used.,1
Are we using our stuff to make sales efficiently?,Net Profit Margin can be defined as Bottom-line profitability.,0
Are we using our stuff to make sales efficiently?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Are we using our stuff to make sales efficiently?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we getting good sales from our short-term cash?,Working Capital Turnover can be defined as Efficiency in using working capital.,1
Are we getting good sales from our short-term cash?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
Are we getting good sales from our short-term cash?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
Are we getting good sales from our short-term cash?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Do we owe too much compared to what we own?,Debt-to-Equity Ratio can be defined as Financial leverage.,1
Do we owe 2o much compared 2 what we own?,Debt-to-Equity Ratio can be defined as Financial leverage.,1
Do we owe too much compared to what we own?,Net Profit Margin can be defined as Bottom-line profitability.,0
Do we owe too much compared to what we own?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Do we owe too much compared to what we own?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much of what we have is paid for with loans?,Debt Ratio can be defined as Proportion of assets financed by debt.,1
How much of what we have is paid for with loans?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much of what we have is paid for with loans?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much of what we got is paid for with loans?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much of what we have is paid for with loans?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can we cover loan interest without stress?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,1
Can we cover loan interest without stress?,Net Profit Margin can be defined as Bottom-line profitability.,0
Can we cover loan interest without stress?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Can we cover loan interest without stress?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much of the company do the owners control?,Equity Ratio can be defined as Portion of assets funded by equity.,1
How much of the company do the owners control?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much of the company do the owners control?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much of the company do the owners control?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What’s the mix of loans versus our own money?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,1
What’s the mix of loans versus our own money?,Net Profit Margin can be defined as Bottom-line profitability.,0
What’s the mix of loans versus our own money?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0
What’s the mix of loans versus our own money?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
How much did each share earn last quarter?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
How much did each share earn last quarter?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
How much did each share earn last quarter?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0
How much did each share earn last quarter?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
How much did each share earn last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Is our stock price too high for our earnings?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,1
Is our s2ck price 2o high for our earnings?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,1
Is our stock price too high for our earnings?,Net Profit Margin can be defined as Bottom-line profitability.,0
Is our stock price too high for our earnings?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Is our stock price too high for our earnings?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Does our stock price match what we’re really worth?,Price-to-Book (P/B) Ratio can be defined as Market value vs. net asset value.,1
Does our stock price match what we’re really worth?,Net Profit Margin can be defined as Bottom-line profitability.,0
Does our stock price match what we’re really worth?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Does our s2ck price match what we’re really worth?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Does our stock price match what we’re really worth?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Are we giving investors a good return via dividends?,Dividend Yield can be defined as Cash return from dividends.,1
Are we giving inves2rs a good return via dividends?,Dividend Yield can be defined as Cash return from dividends.,1
Are we giving investors a good return via dividends?,Net Profit Margin can be defined as Bottom-line profitability.,0
Are we giving investors a good return via dividends?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
Are we giving investors a good return via dividends?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much profit are we sharing with shareholders?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,1
How much profit are we sharing with shareholders?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much proffit are we sharing with shareholders?,Net Profit Margin can be defined as Bottom-line profitability.,0
How much profit are we sharing with shareholders?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",0
How much profit are we sharing with shareholders?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
"What’s our company worth, including all debts, today?",Enterprise Value (EV) can be defined as Total company value.,1
"What’s our company worth, including all debts, today?",Net Profit Margin can be defined as Bottom-line profitability.,0
"What’s our company worth, including all debts, 2day?",Net Profit Margin can be defined as Bottom-line profitability.,0
"What’s our company worth, including all debts, today?",Trade Payables can be defined as Amounts due to suppliers of goods or services.,0
"What’s our company worth, including all debts, today?","Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can yu share what was the Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",1
Can yu share what was the Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can yu share what was the Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can yu share what was the Assets last year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0
Can u tell me what was the Liabilities last year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",1
Can u tell me what was the Liabilities last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can u tell me what was the Liabilities last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can u tell me what was the Liabilities last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can yu share what was the Equity last year?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,1
Can yu share what was the Equity last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can yu share what was the Equity last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can yu share what was the Equity last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can yu share what was the Current Assets last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,1
Can yu share what was the Current Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can yu share what was the Current Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can yu share what was the Current Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What's was the Non-Current Assets last quarter?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",1
What's was the Non-Current Assets last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What's was the Non-Current Assets last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What's was the Non-Current Assets last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Current Liabilities last quarter?,Current Liabilities can be defined as Obligations due within one year.,1
Wat was the Current Liabilities last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Current Liabilities last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Current Liabilities last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What's was the Non-Current Liabilities last quarter?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",1
What's was the Non-Current Liabilities last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What's was the Non-Current Liabilities last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What's was the Non-Current Liabilities last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can u tell me what was the Working Capital last year?,Working Capital can be defined as Current Assets - Current Liabilities.,1
Can u tell me what was the Working Capital last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can u tell me what was the Working Capital last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can u tell me what was the Working Capital last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Net Worth figure for last quater?,Net Worth can be defined as Another term for equity,1
Give me Net Worth figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Net Worth figure for last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me Net Worth figure for last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what is the Revenue last year?,Revenue can be defined as Income from sales of goods or services.,1
Can you tell me what is the Revenue last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what is the Revenue last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what is the Revenue last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Cost of Goods Sold (COGS) for the last quarter.,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,1
